record_id,dept_name,dept,category,topic,priority,content_type,asset_type,text,url,filename,source_url,crawled_at,missing_fields,asset_id,is_vector_candidate
aic_home_AI-Native 핵심 인재 양성을 위한 교육 체계_43dccc1a35_43dccc1a__item_0009,AI컴퓨팅학과,aic,기타,Contact,extended,contact_info,phone,042-350-2114,tel:042-350-2114,,https://aic.kaist.ac.kr/,2026-05-26T13:24:27.752357+00:00,filename,8166ece1d1eac8c0,True
aic_welcome_message_학과장 인사말_fb6b6d8f3d_fb6b6d8f__item_0001,AI컴퓨팅학과,aic,소개,학과장 인사말,core,image,image,Uichin Lee,https://aic.kaist.ac.kr/images/deanphoto.webp,,https://aic.kaist.ac.kr/#/welcome-message,2026-05-26T13:24:36.765228+00:00,filename,fe3d5c6eee8bb369,False
aic_people_교수진_d43510534a_d4351053__item_0001,AI컴퓨팅학과,aic,구성원,교수진,extended,mixed_media,external,"학과장 이의진 중점교원, 학과장",http://ic.kaist.ac.kr,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,dd6c6f85e0f84e72,True
aic_people_교수진_d43510534a_d4351053__item_0001,AI컴퓨팅학과,aic,구성원,교수진,extended,image,image,이의진,https://aic.kaist.ac.kr/images/uichinlee.webp,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,b4cc7b685ceae29a,False
aic_people_교수진_d43510534a_d4351053__item_0002,AI컴퓨팅학과,aic,구성원,교수진,extended,mixed_media,external,성민혁 중점교원,https://visualai.kaist.ac.kr,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,ea43189036025118,True
aic_people_교수진_d43510534a_d4351053__item_0002,AI컴퓨팅학과,aic,구성원,교수진,extended,image,image,성민혁,https://aic.kaist.ac.kr/images/minhyuksung.webp,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,668e268e7c8a999c,False
aic_people_교수진_d43510534a_d4351053__item_0003,AI컴퓨팅학과,aic,구성원,교수진,extended,mixed_media,external,안성진 중점교원,https://mlml.kaist.ac.kr,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,7cd95b8f146ed9e8,True
aic_people_교수진_d43510534a_d4351053__item_0003,AI컴퓨팅학과,aic,구성원,교수진,extended,image,image,안성진,https://aic.kaist.ac.kr/images/sungjinahn.webp,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,419699367b570aeb,False
aic_people_교수진_d43510534a_d4351053__item_0004,AI컴퓨팅학과,aic,구성원,교수진,extended,mixed_media,external,홍승훈 중점교원,https://vllab.kaist.ac.kr,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,e73c5ea5f1e60b65,True
aic_people_교수진_d43510534a_d4351053__item_0004,AI컴퓨팅학과,aic,구성원,교수진,extended,image,image,홍승훈,https://aic.kaist.ac.kr/images/seunghoonhong.webp,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,2492b4e9223c341b,False
aic_people_교수진_d43510534a_d4351053__item_0005,AI컴퓨팅학과,aic,구성원,교수진,extended,mixed_media,external,황지영 중점교원,http://bdi-lab.kaist.ac.kr,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,8f7d4a47f503704e,True
aic_people_교수진_d43510534a_d4351053__item_0005,AI컴퓨팅학과,aic,구성원,교수진,extended,image,image,황지영,https://aic.kaist.ac.kr/images/jiyounghwang.webp,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,5e86a792eecc685c,False
aic_people_교수진_d43510534a_d4351053__item_0006,AI컴퓨팅학과,aic,구성원,교수진,extended,image,external,고인영,https://webeng.kaist.ac.kr,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,c88af4a272cfa098,False
aic_people_교수진_d43510534a_d4351053__item_0006,AI컴퓨팅학과,aic,구성원,교수진,extended,image,image,고인영,https://aic.kaist.ac.kr/images/inyoungko.webp,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,37eee4e00d461337,False
aic_people_교수진_d43510534a_d4351053__item_0007,AI컴퓨팅학과,aic,구성원,교수진,extended,image,external,문수복,https://an.kaist.ac.kr/,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,884b67b604765481,False
aic_people_교수진_d43510534a_d4351053__item_0007,AI컴퓨팅학과,aic,구성원,교수진,extended,image,image,문수복,https://aic.kaist.ac.kr/images/soobokmoon.webp,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,d1c66ef7b3db494f,False
aic_people_교수진_d43510534a_d4351053__item_0008,AI컴퓨팅학과,aic,구성원,교수진,extended,image,external,박노성,https://sites.google.com/view/npark,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,9b47255c7b9906e6,False
aic_people_교수진_d43510534a_d4351053__item_0008,AI컴퓨팅학과,aic,구성원,교수진,extended,image,image,박노성,https://aic.kaist.ac.kr/images/noseongpark.webp,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,8b1d68c992a5390e,False
aic_people_교수진_d43510534a_d4351053__item_0009,AI컴퓨팅학과,aic,구성원,교수진,extended,image,external,박대형,https://rirolab.kaist.ac.kr,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,2269efc728411941,False
aic_people_교수진_d43510534a_d4351053__item_0009,AI컴퓨팅학과,aic,구성원,교수진,extended,image,image,박대형,https://aic.kaist.ac.kr/images/daehyungpark.webp,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,e1d82018fc9d6274,False
aic_people_교수진_d43510534a_d4351053__item_0010,AI컴퓨팅학과,aic,구성원,교수진,extended,image,external,박종세,http://casys.kaist.ac.kr,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,092bdc89d1e0191b,False
aic_people_교수진_d43510534a_d4351053__item_0010,AI컴퓨팅학과,aic,구성원,교수진,extended,image,image,박종세,https://aic.kaist.ac.kr/images/jongsepark.webp,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,a213f0c20744df2e,False
aic_people_교수진_d43510534a_d4351053__item_0011,AI컴퓨팅학과,aic,구성원,교수진,extended,image,external,박진아,http://cgv.kaist.ac.kr,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,3a21ddec453dba95,False
aic_people_교수진_d43510534a_d4351053__item_0011,AI컴퓨팅학과,aic,구성원,교수진,extended,image,image,박진아,https://aic.kaist.ac.kr/images/jinahpark.webp,,https://aic.kaist.ac.kr/#/people,2026-05-26T13:24:41.029666+00:00,filename,6e5e5094d42a607b,False
