dept_name,dept,course_code,course_name,track_name,course_type,course_description,source_url,record_id,crawled_at,course_code_norm,course_track_id,missing_fields
AI컴퓨팅학과,aic,CS10003,인공지능 기초,1000-level,Required,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0001,2026-05-26T13:24:53.541543+00:00,CS10003,ba57d30f5d36ed99,course_description
AI컴퓨팅학과,aic,CS40700,인공지능 개론,2000-level,Required,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0002,2026-05-26T13:24:53.541543+00:00,CS40700,8f9da041a8586709,course_description
AI컴퓨팅학과,aic,CS30706,기계학습,2000-level,Required,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0003,2026-05-26T13:24:53.541543+00:00,CS30706,aa666fbe9d0e7340,course_description
AI컴퓨팅학과,aic,CS20300,시스템프로그래밍,2000-level,Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0004,2026-05-26T13:24:53.541543+00:00,CS20300,1d7194ce0721d0e3,course_description
AI컴퓨팅학과,aic,CS30704,인간-컴퓨터 상호작용 개론,2000-level,Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0005,2026-05-26T13:24:53.541543+00:00,CS30704,56c3beaba75dc0c1,course_description
AI컴퓨팅학과,aic,CS30707,강화학습 개론,3000-level,Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0006,2026-05-26T13:24:53.541543+00:00,CS30707,c0072380fa688ff9,course_description
AI컴퓨팅학과,aic,CS30101,전산기조직,3000-level,Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0007,2026-05-26T13:24:53.541543+00:00,CS30101,be96da7e9dc318e7,course_description
AI컴퓨팅학과,aic,CS30300,운영체제 및 실험,3000-level,Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0008,2026-05-26T13:24:53.541543+00:00,CS30300,66cf9a9616846dab,course_description
AI컴퓨팅학과,aic,CS40701,그래프 기계학습 및 마이닝,4000-level,Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0009,2026-05-26T13:24:53.541543+00:00,CS40701,2365ed7697ac161a,course_description
AI컴퓨팅학과,aic,CS40709,3차원 데이터를 위한 기계학습,4000-level,Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0010,2026-05-26T13:24:53.541543+00:00,CS40709,10345c87e345ddbb,course_description
AI컴퓨팅학과,aic,CS40806,웨어러블 사용자 인터페이스,4000-level,Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0011,2026-05-26T13:24:53.541543+00:00,CS40806,d241bf3252267da2,course_description
AI컴퓨팅학과,aic,CS50700,인공지능 및 기계학습,5000-level+,Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0012,2026-05-26T13:24:53.541543+00:00,CS50700,b865c25d52c25018,course_description
AI컴퓨팅학과,aic,CS59900,컴퓨팅 특강 <리소스 효율적 AI 연구>,5000-level+,Elective,Course Name: 컴퓨팅 특강 <리소스 효율적 AI 연구>,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0013,2026-05-26T13:24:53.541543+00:00,CS59900,495b684d94b2225c,
AI컴퓨팅학과,aic,CS50804,인간과 컴퓨터 상호작용,5000-level+,Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0014,2026-05-26T13:24:53.541543+00:00,CS50804,ab9e4af51544e2ba,course_description
AI컴퓨팅학과,aic,CS50605,사물인터넷 데이터 사이언스,5000-level+,Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0015,2026-05-26T13:24:53.541543+00:00,CS50605,65183810a80f2700,course_description
AI컴퓨팅학과,aic,CS50705,인공지능 윤리,5000-level+,Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0016,2026-05-26T13:24:53.541543+00:00,CS50705,8ed904fc011c388c,course_description
AI컴퓨팅학과,aic,CS10003,인공지능 기초,학부 과정 (Undergraduate),Required,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0017__course_001,2026-05-26T13:24:53.541543+00:00,CS10003,eb388ea7a500c2b4,course_description
AI컴퓨팅학과,aic,CS40709,3차원 데이터를 위한 기계학습,학부 과정 (Undergraduate),Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0018__course_001,2026-05-26T13:24:53.541543+00:00,CS40709,c6505c72b3f3a8cf,course_description
AI컴퓨팅학과,aic,CS40806,웨어러블 사용자 인터페이스,학부 과정 (Undergraduate),Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0019__course_001,2026-05-26T13:24:53.541543+00:00,CS40806,27c3d6cd07901112,course_description
AI컴퓨팅학과,aic,CS40700,인공지능 개론,학부 과정 (Undergraduate),Required,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0020__course_001,2026-05-26T13:24:53.541543+00:00,CS40700,04c412e41fbe8659,course_description
AI컴퓨팅학과,aic,CS30706,기계학습,학부 과정 (Undergraduate),Required,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0021__course_001,2026-05-26T13:24:53.541543+00:00,CS30706,addad5711a855f16,course_description
AI컴퓨팅학과,aic,CS20300,시스템프로그래밍,학부 과정 (Undergraduate),Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0022__course_001,2026-05-26T13:24:53.541543+00:00,CS20300,9694893d9a6829c7,course_description
AI컴퓨팅학과,aic,CS30704,인간-컴퓨터 상호작용 개론,학부 과정 (Undergraduate),Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0023__course_001,2026-05-26T13:24:53.541543+00:00,CS30704,556cc324bf8f24fa,course_description
AI컴퓨팅학과,aic,CS30707,강화학습 개론,학부 과정 (Undergraduate),Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0024__course_001,2026-05-26T13:24:53.541543+00:00,CS30707,460ee48f08de1406,course_description
AI컴퓨팅학과,aic,CS30101,전산기조직,학부 과정 (Undergraduate),Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0025__course_001,2026-05-26T13:24:53.541543+00:00,CS30101,510c977025fcf5cf,course_description
AI컴퓨팅학과,aic,CS30300,운영체제 및 실험,학부 과정 (Undergraduate),Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0026__course_001,2026-05-26T13:24:53.541543+00:00,CS30300,e6abf1efc3c1ef67,course_description
AI컴퓨팅학과,aic,CS40701,그래프 기계학습 및 마이닝,학부 과정 (Undergraduate),Elective,,https://aic.kaist.ac.kr/#/education-courses,aic_education_courses_교과목 안내_d550178826_d5501788__item_0027__course_001,2026-05-26T13:24:53.541543+00:00,CS40701,e7ce1690647558d7,course_description
